+--------------------+------------------------------------+---------------------------------+----------------------------+
|         id         |           property_type            |            host_name            | COUNT(availabilities.date) |
| 649123070655555346 | Private room in rental unit        | Ferran                          | 9                          |
| 649139786422925768 | Private room in rental unit        | Ferran                          | 10                         |
| 649153675516551663 | Entire rental unit                 | Stone                           | 9                          |
| 649160832948433890 | Private room in rental unit        | Ferran                          | 9                          |
| 649165575655010861 | Private room in rental unit        | Ferran                          | 9                          |
| 649168191614419436 | Private room in rental unit        | Ferran                          | 9                          |
| 649179671464846978 | Private room in rental unit        | Ferran                          | 9                          |
| 649227798792183262 | Entire serviced apartment          | Steven                          | 9                          |
| 650580862318364555 | Private room in serviced apartment | Andre                           | 9                          |
| 650779319023665511 | Entire rental unit                 | Kama                            | 9                          |
| 650804708053927547 | Entire rental unit                 | STARS Of                        | 9                          |
| 651321536161383325 | Entire townhouse                   | Sean                            | 9                          |
| 652014243703538999 | Entire rental unit                 | John                            | 9                          |
| 652022293246564522 | Private room in bed and breakfast  | Mark                            | 9                          |
| 652688151257540112 | Entire rental unit                 | Anthony                         | 9                          |
| 652928774282974124 | Private room in townhouse          | Sophia                          | 9                          |
| 653014464547095412 | Entire condo                       | Allan                           | 9                          |
| 655514870814006563 | Entire rental unit                 | Blueground                      | 9                          |
| 655515158683197472 | Entire rental unit                 | Blueground                      | 9                          |
| 655515533603303924 | Entire rental unit                 | Blueground                      | 9                          |
| 655997096618398320 | Private room in home               | Matt                            | 9                          |
| 658610117757260264 | Entire rental unit                 | Stone                           | 9                          |
| 658616819945465934 | Entire rental unit                 | Justin And Mandy                | 9                          |
| 658713146354442625 | Entire serviced apartment          | Steven                          | 9                          |
| 658755874410003182 | Entire rental unit                 | STARS Of                        | 9                          |
| 658765857439531363 | Entire rental unit                 | Kama                            | 9                          |
| 658810825479859452 | Entire home                        | Carol                           | 9                          |
| 659156386290642679 | Entire rental unit                 | Blueground                      | 9                          |
| 659421034687309149 | Entire guest suite                 | Grant                           | 9                          |
| 659511501225097577 | Entire rental unit                 | Kama                            | 9                          |
| 659575049631716636 | Entire rental unit                 | STARS Of                        | 9                          |
| 660152992531541857 | Entire rental unit                 | Adam                            | 9                          |
| 660750253855523277 | Entire rental unit                 | Valdir                          | 9                          |
| 660763432786377137 | Entire vacation home               | Jeff                            | 9                          |
| 660804988514976374 | Entire rental unit                 | Dan                             | 9                          |
| 660852553947772343 | Entire rental unit                 | Justin And Mandy                | 9                          |
| 661308354428480126 | Entire rental unit                 | Blueground                      | 9                          |
| 661308651867285356 | Entire rental unit                 | Blueground                      | 9                          |
| 661509143333692680 | Entire rental unit                 | Adam                            | 9                          |
| 662231064185723309 | Entire condo                       | Boston                          | 9                          |
| 662251245962689930 | Entire rental unit                 | Adam                            | 9                          |
| 662553374632386080 | Entire rental unit                 | Web And Waves                   | 9                          |
| 663041203326076714 | Entire rental unit                 | Adam                            | 9                          |
| 663044754148588277 | Entire condo                       | Fati                            | 9                          |
| 663554848165356274 | Entire rental unit                 | Blueground                      | 9                          |
| 663557367450319424 | Entire rental unit                 | Blueground                      | 9                          |
| 663567168313829932 | Private room in home               | Dan                             | 9                          |
| 664514073741032495 | Entire rental unit                 | Evonify                         | 9                          |
| 664601123005873489 | Entire condo                       | Andrey                          | 9                          |
| 665375792698869155 | Entire condo                       | Gabby                           | 9                          |
| 665822089820131536 | Private room in rental unit        | Esther                          | 10                         |
| 666008134174509650 | Entire condo                       | Sheila                          | 9                          |
| 666076095878120193 | Private room in condo              | Boston                          | 9                          |
| 666183298864581824 | Entire rental unit                 | Liya                            | 9                          |
| 666383993088270320 | Entire rental unit                 | Blueground                      | 9                          |
| 666718114959412512 | Entire serviced apartment          | Steven                          | 9                          |
| 668249943100869998 | Entire rental unit                 | Erica                           | 9                          |
| 668800598988690151 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 668804688861479022 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 668818916257742515 | Private room in rental unit        | Rosa                            | 10                         |
| 668877697630181000 | Entire rental unit                 | Liya                            | 9                          |
| 669578357684975033 | Entire rental unit                 | Stone                           | 9                          |
| 669738658809306751 | Entire rental unit                 | Liya                            | 9                          |
| 670091887090570677 | Entire condo                       | Karolina                        | 9                          |
| 670091950992430240 | Entire condo                       | Karolina                        | 9                          |
| 670105594005404482 | Entire rental unit                 | Blueground                      | 9                          |
| 670516883910999694 | Entire rental unit                 | Liya                            | 9                          |
| 670544036866270163 | Entire rental unit                 | Liya                            | 9                          |
| 670559820149361567 | Entire rental unit                 | Liya                            | 9                          |
| 670856433628554088 | Private room in rental unit        | Ferran                          | 9                          |
| 670916106980265201 | Private room in rental unit        | Ferran                          | 9                          |
| 670923183110769496 | Private room in rental unit        | Ferran                          | 9                          |
| 670947115448817919 | Private room in rental unit        | Ferran                          | 9                          |
| 671034600794115223 | Private room in rental unit        | StayNue                         | 9                          |
| 671271554310520439 | Entire rental unit                 | TemplePlace                     | 9                          |
| 673236656530788950 | Entire rental unit                 | Evonify                         | 9                          |
| 673740923378213133 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 673779430984234670 | Entire condo                       | Angela                          | 9                          |
| 673911068470916090 | Entire condo                       | Alexander                       | 9                          |
| 674200591572524984 | Private room in rental unit        | StayNue                         | 9                          |
| 674339474531785753 | Entire rental unit                 | Blueground                      | 9                          |
| 674344475189896557 | Entire rental unit                 | Blueground                      | 9                          |
| 674465521265134935 | Entire condo                       | Marko                           | 9                          |
| 674482901032623007 | Entire rental unit                 | Blueground                      | 9                          |
| 674589935445605774 | Entire condo                       | Sam                             | 9                          |
| 675147276041216943 | Entire rental unit                 | Blueground                      | 9                          |
| 675554659834743514 | Entire rental unit                 | Airbnb                          | 9                          |
| 676101195670433324 | Entire home                        | Linda                           | 9                          |
| 676189572505514047 | Entire rental unit                 | Desi                            | 9                          |
| 676257209720573421 | Entire rental unit                 | Liya                            | 9                          |
| 676481538201817291 | Entire rental unit                 | Blueground                      | 9                          |
| 676483872976026157 | Entire rental unit                 | Blueground                      | 9                          |
| 676660060521076230 | Entire rental unit                 | Thatch                          | 9                          |
| 676691058261718660 | Entire rental unit                 | Thatch                          | 9                          |
| 676714196426024227 | Entire rental unit                 | Thatch                          | 9                          |
| 676859212424870949 | Entire rental unit                 | Kama                            | 9                          |
| 676898605599494749 | Entire rental unit                 | STARS Of                        | 9                          |
| 677637597503515284 | Private room in home               | Nelida                          | 9                          |
| 678198895661062742 | Private room in home               | Eric                            | 9                          |
| 678390600360994715 | Entire home                        | Dan                             | 9                          |
| 678979256927647544 | Entire rental unit                 | Sonder (Boston)                 | 9                          |
| 678980956677843680 | Entire rental unit                 | Sonder (Boston)                 | 9                          |
| 678981779910322461 | Entire rental unit                 | Sonder (Boston)                 | 9                          |
| 679534339522666861 | Entire rental unit                 | StayNue                         | 9                          |
| 679872149548804915 | Private room in home               | Wendy And Juan                  | 9                          |
| 679963181191706468 | Private room in rental unit        | StayNue                         | 9                          |
| 680165867255183002 | Entire rental unit                 | Blueground                      | 9                          |
| 681600270846334337 | Entire rental unit                 | Blueground                      | 9                          |
| 681783562025076195 | Private room in home               | Wendy                           | 9                          |
| 681821351652731860 | Entire guest suite                 | Keir                            | 9                          |
| 682706928099435560 | Private room in condo              | Roman                           | 10                         |
| 683500996865933482 | Entire condo                       | Ryan                            | 9                          |
| 683768558849092912 | Entire rental unit                 | Blueground                      | 9                          |
| 683914608777399176 | Entire serviced apartment          | Albert                          | 9                          |
| 683914624290121400 | Entire serviced apartment          | Albert                          | 10                         |
| 683914639091241468 | Entire serviced apartment          | Albert                          | 9                          |
| 683918385793735810 | Entire condo                       | Kara                            | 9                          |
| 684151057102691398 | Entire rental unit                 | Thanh                           | 9                          |
| 684624691343264937 | Entire rental unit                 | Blueground                      | 9                          |
| 684625165516813700 | Entire rental unit                 | Blueground                      | 9                          |
| 684685835346260348 | Entire rental unit                 | Stone                           | 9                          |
| 685264683899873589 | Entire rental unit                 | Liya                            | 9                          |
| 685264730379800426 | Entire rental unit                 | Liya                            | 9                          |
| 685414076933412471 | Entire rental unit                 | Evonify                         | 9                          |
| 685485399501366239 | Entire rental unit                 | Liya                            | 9                          |
| 685511413725942222 | Entire condo                       | Karina                          | 9                          |
| 685747427112188759 | Entire condo                       | Kevin                           | 9                          |
| 685905667259735098 | Entire rental unit                 | Blueground                      | 9                          |
| 686237520200515563 | Entire rental unit                 | Justin And Mandy                | 9                          |
| 686364498965100576 | Entire townhouse                   | Sophia                          | 9                          |
| 686367001812187571 | Entire rental unit                 | Adam                            | 9                          |
| 686384189370270627 | Entire rental unit                 | Adam                            | 9                          |
| 686401101148259304 | Entire rental unit                 | Adam                            | 9                          |
| 686659102449877793 | Entire rental unit                 | Blueground                      | 9                          |
| 686824424550769622 | Entire rental unit                 | Liya                            | 9                          |
| 686859137338659695 | Entire rental unit                 | Maria                           | 9                          |
| 686979963987322682 | Entire rental unit                 | Liya                            | 9                          |
| 687078043562545838 | Entire rental unit                 | Liya                            | 9                          |
| 687100831526268407 | Entire rental unit                 | Liya                            | 9                          |
| 687244854981913174 | Entire rental unit                 | Liya                            | 9                          |
| 688669946899599925 | Private room in rental unit        | Daniel                          | 9                          |
| 688711115284663245 | Shared room in rental unit         | Daniel                          | 9                          |
| 688714633026728261 | Private room in rental unit        | Daniel                          | 9                          |
| 688716415131478976 | Private room in rental unit        | Daniel                          | 9                          |
| 688910480628831655 | Entire rental unit                 | Blueground                      | 9                          |
| 689144548056876223 | Entire home                        | Adam                            | 9                          |
| 689607534898158572 | Entire rental unit                 | Blueground                      | 9                          |
| 689792415355732136 | Entire serviced apartment          | Albert                          | 9                          |
| 689804165985101305 | Entire serviced apartment          | Albert                          | 9                          |
| 689981885807910567 | Entire rental unit                 | Eliott                          | 9                          |
| 690101762087547698 | Private room in home               | Dan                             | 9                          |
| 690306318063206572 | Private room in rental unit        | Dan                             | 9                          |
| 690399625055881984 | Entire guest suite                 | Edwin                           | 9                          |
| 690400586934454556 | Entire rental unit                 | Blueground                      | 9                          |
| 690400874919227004 | Entire rental unit                 | Blueground                      | 9                          |
| 691291991688138301 | Entire place                       | Jeffrey                         | 9                          |
| 691501063530880516 | Entire rental unit                 | Liya                            | 9                          |
| 691815665072110894 | Entire rental unit                 | Jessy And Diego                 | 9                          |
| 691827220063553170 | Entire rental unit                 | Jessy And Diego                 | 9                          |
| 691831339471414103 | Entire rental unit                 | Jessy And Diego                 | 9                          |
| 692705212150139166 | Entire rental unit                 | James                           | 9                          |
| 693015527477884811 | Entire rental unit                 | Liya                            | 9                          |
| 693502891143012723 | Private room in condo              | Jacqueline                      | 9                          |
| 693758295305744325 | Entire serviced apartment          | Francois                        | 9                          |
| 694406328277968795 | Entire rental unit                 | Liya                            | 9                          |
| 694775703373872053 | Entire home                        | SleepAfloat                     | 9                          |
| 695474598488938817 | Entire rental unit                 | Greg                            | 9                          |
| 695542274861997846 | Entire rental unit                 | Liya                            | 9                          |
| 695571625983663432 | Entire rental unit                 | Joel                            | 9                          |
| 695608646617952363 | Entire rental unit                 | Thatch                          | 9                          |
| 695671958274314392 | Private room in rental unit        | Daniel                          | 9                          |
| 695918936959621754 | Entire rental unit                 | Liya                            | 9                          |
| 695922879473339360 | Entire rental unit                 | Lynda                           | 9                          |
| 696898471914040453 | Private room in home               | Nelida                          | 10                         |
| 697326322124831562 | Entire rental unit                 | Liya                            | 9                          |
| 697403072323629904 | Entire condo                       | Faiz                            | 9                          |
| 698717445444426065 | Private room in home               | Ray                             | 9                          |
| 698725097842104765 | Private room in home               | Ray                             | 10                         |
| 698729977739907399 | Private room in home               | Ray                             | 9                          |
| 699500661653286730 | Entire condo                       | Pauline                         | 9                          |
| 699850764514871361 | Entire guest suite                 | Emily                           | 9                          |
| 700142117741049119 | Entire condo                       | Cara                            | 9                          |
| 700542874333492403 | Entire rental unit                 | Blueground                      | 9                          |
| 700778970519082728 | Entire condo                       | Ellie                           | 9                          |
| 701274791685463099 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 701320109746373355 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 701903542880060170 | Entire rental unit                 | Blueground                      | 9                          |
| 701903839431825131 | Entire rental unit                 | Blueground                      | 9                          |
| 702072857749096679 | Entire serviced apartment          | Albert                          | 9                          |
| 702081197320972498 | Entire serviced apartment          | Albert                          | 9                          |
| 702086929630286306 | Entire serviced apartment          | Albert                          | 9                          |
| 702087071845813431 | Entire serviced apartment          | Albert                          | 9                          |
| 702196791016760152 | Entire rental unit                 | Ken                             | 9                          |
| 703444005326529117 | Private room in rental unit        | Dan                             | 9                          |
| 703775139748348565 | Entire condo                       | Griffin                         | 9                          |
| 703833733256479071 | Entire condo                       | Reda                            | 9                          |
| 703891073608214161 | Entire rental unit                 | Taylor                          | 9                          |
| 704062264957785423 | Entire rental unit                 | Blueground                      | 9                          |
| 704785038887176281 | Entire rental unit                 | Blueground                      | 9                          |
| 705014843735903932 | Entire condo                       | Stone                           | 9                          |
| 705014899720892075 | Entire rental unit                 | Stone                           | 9                          |
| 705016397882848294 | Entire rental unit                 | Stone                           | 9                          |
| 705104239378951885 | Entire rental unit                 | StayNue                         | 9                          |
| 705177231048177987 | Private room in home               | Wendy And Juan                  | 9                          |
| 705275638669896820 | Private room in rental unit        | Search Stays                    | 9                          |
| 706361084592912840 | Entire serviced apartment          | Albert                          | 9                          |
| 706370390426147910 | Entire serviced apartment          | Albert                          | 9                          |
| 706378208295989224 | Entire serviced apartment          | Albert                          | 10                         |
| 706390127263498796 | Entire serviced apartment          | Albert                          | 9                          |
| 706391605702679581 | Entire serviced apartment          | Albert                          | 9                          |
| 706395724644588632 | Entire serviced apartment          | Albert                          | 9                          |
| 706401579813628843 | Entire serviced apartment          | Albert                          | 9                          |
| 706409928494970624 | Entire serviced apartment          | Albert                          | 9                          |
| 706418652437318875 | Entire serviced apartment          | Albert                          | 10                         |
| 706420836006352624 | Entire serviced apartment          | Albert                          | 10                         |
| 706427301781468018 | Entire serviced apartment          | Albert                          | 9                          |
| 706435487823408368 | Entire serviced apartment          | Albert                          | 10                         |
| 706439237549118033 | Entire serviced apartment          | Albert                          | 9                          |
| 706445990952752456 | Entire serviced apartment          | Albert                          | 9                          |
| 706455594639449523 | Entire rental unit                 | Albert                          | 9                          |
| 706482467893946147 | Private room in rental unit        | Ferran                          | 9                          |
| 706537238021100917 | Private room in rental unit        | Ferran                          | 9                          |
| 706549728178322535 | Entire rental unit                 | Ferran                          | 9                          |
| 706551784704814139 | Entire rental unit                 | Stone                           | 9                          |
| 706689347742891165 | Private room in rental unit        | Search Stays                    | 9                          |
| 707301660357920135 | Entire condo                       | Vanessa                         | 9                          |
| 707412419280652756 | Entire rental unit                 | Liya                            | 9                          |
| 707933595549972307 | Entire rental unit                 | Luxcrescent                     | 9                          |
| 709454279559399856 | Private room in condo              | Jennifer                        | 9                          |
| 710061218938630826 | Private room in rental unit        | Tzuo Hann                       | 9                          |
| 710219921415947886 | Entire home                        | Joseph                          | 9                          |
| 710711738585299206 | Private room in rental unit        | StayNue                         | 9                          |
| 710811277169357121 | Entire condo                       | Evonify                         | 9                          |
| 710818159602377636 | Entire condo                       | Evonify                         | 9                          |
| 710822541189911014 | Entire condo                       | Evonify                         | 9                          |
| 710826357260492300 | Entire condo                       | Evonify                         | 9                          |
| 710837891981177909 | Entire condo                       | Evonify                         | 9                          |
| 711040970312431499 | Private room in rental unit        | Gabriel                         | 9                          |
| 711426239388775679 | Entire rental unit                 | Cassandra And Michael           | 9                          |
| 711448738229382796 | Entire rental unit                 | Cassandra And Michael           | 9                          |
| 711476894762823525 | Entire rental unit                 | Jader                           | 9                          |
| 711511026921156638 | Entire rental unit                 | Jader                           | 9                          |
| 712092718787212242 | Entire rental unit                 | Blueground                      | 9                          |
| 712177073029740980 | Private room in rental unit        | Timothy                         | 9                          |
| 712205269097128192 | Entire place                       | Jeffrey                         | 9                          |
| 712211369233027399 | Room in boutique hotel             | Jeffrey                         | 9                          |
| 712524834866658437 | Entire rental unit                 | Isabel                          | 9                          |
| 712856955049497663 | Private room in rental unit        | Search Stays                    | 9                          |
| 713140450013616661 | Entire rental unit                 | Caleb                           | 9                          |
| 713531321139220993 | Entire rental unit                 | Daryl                           | 9                          |
| 713859265245447720 | Entire guest suite                 | Jonathan                        | 9                          |
| 714656100145703498 | Private room in rental unit        | Temple Place                    | 9                          |
| 715101662823777649 | Entire condo                       | Tom                             | 9                          |
| 715157966796616045 | Entire rental unit                 | Laurie                          | 9                          |
| 715658190467254169 | Entire rental unit                 | Blueground                      | 9                          |
| 715986764385449660 | Entire rental unit                 | Stone                           | 9                          |
| 716006377445470301 | Entire rental unit                 | Liya                            | 9                          |
| 716081347764852130 | Entire rental unit                 | StayNue                         | 9                          |
| 716081443145047239 | Private room in rental unit        | StayNue                         | 9                          |
| 716081495310456299 | Private room in rental unit        | StayNue                         | 9                          |
| 716146741183188855 | Private room in rental unit        | Search Stays                    | 9                          |
| 716240339038945877 | Private room in rental unit        | StayNue                         | 9                          |
| 716355772092409491 | Entire rental unit                 | Blueground                      | 9                          |
| 716356023390285317 | Entire rental unit                 | Blueground                      | 9                          |
| 716446609466368268 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 716698553651312935 | Entire condo                       | Gerald                          | 9                          |
| 717947226350098456 | Private room in guest suite        | Hopeton                         | 9                          |
| 718799886240086989 | Private room in rental unit        | Raja                            | 9                          |
| 719282066128743830 | Entire rental unit                 | Blueground                      | 9                          |
| 719467171987235663 | Entire rental unit                 | Evonify                         | 9                          |
| 719476186511871540 | Entire rental unit                 | Evonify                         | 9                          |
| 719481481864105564 | Entire rental unit                 | Evonify                         | 9                          |
| 719713020849079800 | Private room in rental unit        | Search Stays                    | 9                          |
| 719724340367709814 | Private room in rental unit        | Search Stays                    | 9                          |
| 719990238559489665 | Entire rental unit                 | Blueground                      | 9                          |
| 720198415940291507 | Private room in home               | Bruno                           | 9                          |
| 720198463166410182 | Private room in home               | Bruno                           | 10                         |
| 721072866766941762 | Entire rental unit                 | Diogo                           | 9                          |
| 721153561117987321 | Private room in townhouse          | Bernadette                      | 10                         |
| 721977955281446033 | Entire guest suite                 | Andrea                          | 9                          |
| 722338399570459942 | Private room in rental unit        | Ferran                          | 9                          |
| 723597701376842186 | Private room in rental unit        | Kensley                         | 9                          |
| 724112947978939396 | Entire serviced apartment          | Kama                            | 9                          |
| 724143624546195023 | Entire serviced apartment          | STARS Of                        | 9                          |
| 724351478524114586 | Entire rental unit                 | Blueground                      | 9                          |
| 724605018390971642 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 724619994970017699 | Entire condo                       | Evonify                         | 9                          |
| 724685819767873194 | Entire rental unit                 | Liya                            | 9                          |
| 724887655271565890 | Entire rental unit                 | Liya                            | 9                          |
| 725911095531014757 | Private room in rental unit        | Moo                             | 9                          |
| 726091410655967351 | Private room in rental unit        | Moo                             | 9                          |
| 726301899677500928 | Entire condo                       | Desi                            | 9                          |
| 726322220210519136 | Entire rental unit                 | Laurie                          | 9                          |
| 727368563191104397 | Entire serviced apartment          | Steven                          | 9                          |
| 727398544175746362 | Entire rental unit                 | Blueground                      | 9                          |
| 727398854420249860 | Entire rental unit                 | Blueground                      | 9                          |
| 728876693663285499 | Entire condo                       | Julie                           | 9                          |
| 728972728980793880 | Entire rental unit                 | Luxcrescent                     | 9                          |
| 729113483314814109 | Entire home                        | Ryan                            | 9                          |
| 729113857278360900 | Entire rental unit                 | Luxcrescent                     | 9                          |
| 729116956823926016 | Entire condo                       | Boston                          | 9                          |
| 729254397646619056 | Entire condo                       | Jay                             | 9                          |
| 729536185624895704 | Entire rental unit                 | Harry And Susie                 | 9                          |
| 729557022119651821 | Private room in rental unit        | Gilda                           | 9                          |
| 729597299173881827 | Entire rental unit                 | Stone                           | 9                          |
| 729658576548339540 | Private room in rental unit        | StayNue                         | 9                          |
| 729658616450788273 | Private room in rental unit        | StayNue                         | 9                          |
| 729658641176422372 | Private room in rental unit        | StayNue                         | 9                          |
| 729674674135522012 | Entire rental unit                 | Peter                           | 9                          |
| 730427842326719531 | Entire condo                       | Boston                          | 9                          |
| 730447098205262414 | Private room in condo              | Bar                             | 9                          |
| 730478965019511672 | Entire rental unit                 | Helen                           | 9                          |
| 731257486642956305 | Entire condo                       | Jessica                         | 9                          |
| 731581616930727750 | Entire rental unit                 | Blueground                      | 9                          |
| 731719702200184603 | Entire guest suite                 | Andrew                          | 9                          |
| 731861301912945655 | Private room in rental unit        | Thatch                          | 9                          |
| 732336608678199799 | Entire rental unit                 | Blueground                      | 9                          |
| 732410256220173645 | Entire rental unit                 | StayNue                         | 9                          |
| 733385517056774942 | Entire rental unit                 | Luz                             | 9                          |
| 734176057556444753 | Private room in condo              | Jacqueline                      | 9                          |
| 734538076562901329 | Entire rental unit                 | Blueground                      | 9                          |
| 735043102004597670 | Entire rental unit                 | Adam                            | 9                          |
| 735590665820048351 | Private room in rental unit        | Ehab                            | 9                          |
| 735608452749880070 | Private room in rental unit        | Ferran                          | 9                          |
| 735611010408835148 | Private room in rental unit        | Ferran                          | 9                          |
| 735618356327454277 | Private room in rental unit        | StayNue                         | 9                          |
| 735862946917200932 | Private room in rental unit        | Ferran                          | 9                          |
| 735865422396544085 | Private room in rental unit        | Ferran                          | 9                          |
| 735867843119997676 | Private room in rental unit        | Ferran                          | 9                          |
| 736082667482150390 | Entire rental unit                 | StayNue                         | 9                          |
| 736099391953919597 | Entire rental unit                 | StayNue                         | 9                          |
| 736997125298255038 | Private room in rental unit        | Ehab                            | 9                          |
| 737039433905601620 | Private room in rental unit        | StayNue                         | 9                          |
| 737064548472086071 | Entire rental unit                 | Gladys                          | 9                          |
| 737160436232469420 | Entire home                        | Elior                           | 9                          |
| 737326597438960986 | Entire rental unit                 | Beaux                           | 9                          |
| 738524928622077555 | Entire rental unit                 | Adam                            | 9                          |
| 738534080393093552 | Entire rental unit                 | Adam                            | 9                          |
| 739047251301668323 | Private room in rental unit        | Search Stays                    | 9                          |
| 739411169840231494 | Entire condo                       | Steven                          | 9                          |
| 739614638101275517 | Entire vacation home               | Sun                             | 9                          |
| 739862329048020441 | Private room in rental unit        | Ferran                          | 9                          |
| 740369138863393156 | Entire rental unit                 | Ferran                          | 9                          |
| 740388715377822287 | Private room in rental unit        | Ferran                          | 9                          |
| 740393253260304866 | Private room in rental unit        | Ferran                          | 9                          |
| 740400290363696561 | Entire condo                       | Jennifer                        | 9                          |
| 740428610395773291 | Private room in rental unit        | Ferran                          | 9                          |
| 740431584167484635 | Private room in rental unit        | Ferran                          | 9                          |
| 741745079064862710 | Entire rental unit                 | Blueground                      | 9                          |
| 741745368954817653 | Entire rental unit                 | Blueground                      | 9                          |
| 741745644177469549 | Entire rental unit                 | Blueground                      | 9                          |
| 741919382755118639 | Entire home                        | Ashley                          | 9                          |
| 742039562835248222 | Entire rental unit                 | Mandana                         | 9                          |
| 742456139806952921 | Private room in bed and breakfast  | Jolene                          | 9                          |
| 742760728038883935 | Private room in townhouse          | Rich                            | 9                          |
| 743329198713904828 | Entire condo                       | Aileen                          | 9                          |
| 744426660348132927 | Private room in bed and breakfast  | Eric                            | 9                          |
| 745548290198834623 | Entire rental unit                 | Stone                           | 9                          |
| 745758164210682478 | Private room in rental unit        | StayNue                         | 9                          |
| 746281551185136703 | Entire rental unit                 | Luxcrescent                     | 9                          |
| 746387699454983289 | Private room in hostel             | Amenata                         | 10                         |
| 746894377671205911 | Private room in rental unit        | Amenata                         | 10                         |
| 747055377955571433 | Entire condo                       | Andy                            | 9                          |
| 747207823258681243 | Entire rental unit                 | Diogo                           | 9                          |
| 748360987335266464 | Entire guest suite                 | Margaret                        | 9                          |
| 748442141403421490 | Entire rental unit                 | Kyra And Adam                   | 9                          |
